Program/Agency Name,Project Name,Sub-Project Name,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,Total 10 Year,Ward Number,Ward,Category
Wastewater Program,ASHBRIDGES BAY WWTP REHAB,EAST BYPASS,-615,500,2250,-225,-1725,-1675,-25,0,0,0,-1515,CW,City Wide,Legislated
Wastewater Program,BASEMENT FLOODING RELIEF,BF TUNNEL - CONSTRUCTION,-22370,-2942,10678,12452,6831,0,0,0,0,0,4649,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,BASEMENT FLOODING RELIEF,BASEMENT FLOODING DESIGN - GROUP 4 (ENGINEERING),-2680,-1058,-92,102,1243,0,0,0,0,0,-2485,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,BASEMENT FLOODING RELIEF,BASEMENT FLOODING PROTECTION SUBSIDY PROGRAM,0,5500,0,0,0,0,0,0,0,0,5500,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,NORTH TORONTO WTP UPGRADES,NTTP - ELECTRICAL UPGRADES - ECAR,2950,3061,23,20,0,0,0,0,0,0,6054,CW,City Wide,Health and Safety
Wastewater Program,ENGINEERING,CONSULTING FEES,2222,2183,977,668,111,50,5,29,24,0,6269,CW,City Wide,State of Good Repair
Wastewater Program,TRUNK SEWER SYSTEM,TRUNK SEWER REHABILITATION - 2014,2551,19,0,0,0,0,0,0,0,0,2570,CW,City Wide,State of Good Repair
Wastewater Program,TRUNK SEWER SYSTEM,ODOUR CONTROL AND CORROSION CONTROL,1000,1800,2100,1330,340,10,0,0,0,0,6580,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,DIGESTERS 9-12 REFURBISH,-1284,189,1,0,0,0,0,0,0,0,-1094,CW,City Wide,State of Good Repair
Wastewater Program,ASHBRIDGES BAY WWTP - SOLIDS & GAS HANDLING,PELLETIZER TRUCK LOADING FACILITY UPGRADES,-5613,-349,-5,0,0,0,0,0,0,0,-5967,CW,City Wide,State of Good Repair
Wastewater Program,ASHBRIDGES BAY WWTP - EFFLUENT SYSTEM,DISINFECTION ENGINEERING,-209,-207,601,0,0,0,0,0,0,0,185,CW,City Wide,Legislated
Wastewater Program,ASHBRIDGES BAY WWTP - EFFLUENT SYSTEM,DISINFECTION ENGINEERING,2811,3012,105,0,0,0,0,0,0,0,5928,CW,City Wide,Legislated
Wastewater Program,BASEMENT FLOODING RELIEF,BF TUNNEL - CONSTRUCTION,7215,7990,5703,1953,0,0,0,0,0,0,22861,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,BASEMENT FLOODING RELIEF,BASEMENT FLOODING RELIEF - GROUP 4 (CONST DC),4259,1982,131,0,0,0,0,0,0,0,6372,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,BASEMENT FLOODING RELIEF,NEW - REFRESHING EXPIRED EA S,1300,1750,1600,1500,1650,1750,1900,1850,1850,0,15150,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,BASEMENT FLOODING RELIEF,BASEMENT FLOODING RELIEF - GROUP 4 (CONST DC),-20834,17266,42210,27671,18054,28403,27299,25287,25732,6263,197351,CW,City Wide,Service Improvement and Enhancement
Water Program,TRANSMISSION R&R,ST CLAIR RESERVOIR REHAB/WATER QUALITY PROTECTION,23,0,0,0,0,0,0,0,0,0,23,CW,City Wide,State of Good Repair
Water Program,DIST W/M REHABILITATION,HYDRANT & VALVE REPAIR,1000,500,0,0,0,0,0,0,0,0,1500,CW,City Wide,State of Good Repair
Water Program,ENGINEERING STUDIES,IMPROVED TREATMENT STUDIES,208,20,0,0,0,0,0,0,0,0,228,CW,City Wide,Service Improvement and Enhancement
Water Program,TRUNK WATERMAIN EXPANSION,JOS - WM from Scar PS to St. Clair & Midl (CONST),797,0,0,0,0,0,0,0,0,0,797,CW,City Wide,Growth Related
Wastewater Program,EMERY CREEK POND,EMERY CREEK POND,-38,0,0,0,0,0,0,0,0,0,-38,CW,City Wide,Service Improvement and Enhancement
Wastewater Program,ASHRIDGES BAY TP YR2005,MISC MECH ENGINEERING,-66,0,0,0,0,0,0,0,0,0,-66,CW,City Wide,State of Good Repair
Wastewater Program,ASHRIDGES BAY TP YR2005,MISC MECH ENGINEERING,66,0,0,0,0,0,0,0,0,0,66,CW,City Wide,State of Good Repair
Wastewater Program,SEWER SYSTEM REHABILITATION,SEWER REHABILITATION,42091,26207,1500,0,0,0,0,0,0,0,69798,CW,City Wide,State of Good Repair
Water Program,DIST W/M REPLACEMENT,WATERMAIN REPLACEMENT - METROLINX,8475,0,1863,438,0,0,0,0,0,0,10776,CW,City Wide,State of Good Repair
Water Program,DIST W/M REPLACEMENT,WM REPLACEMENT - GO RAIL EXPANSION,531,924,954,954,954,954,477,477,0,0,6225,CW,City Wide,State of Good Repair
Water Program,TRUNK WATERMAIN EXPANSION,JOS - WM from Scar PS to St. Clair & Midland (ENG),-22,91,0,0,0,0,0,0,0,0,69,CW,City Wide,Growth Related
Water Program,SWITCH GEAR TRANSFORMER,INDOOR/OUTDOOR SWITCHGEAR (PHASE 4),9400,9400,7699,54,0,0,0,0,0,0,26553,CW,City Wide,State of Good Repair
Water Program,WATER SUSTAINABILITY PROGRAM,STANDBY POWER - ROSEHILL,32,0,0,0,0,0,0,0,0,0,32,CW,City Wide,Service Improvement and Enhancement
Water Program,WATER SUSTAINABILITY PROGRAM,STANDBY POWER - ROSEHILL,169,0,0,0,0,0,0,0,0,0,169,CW,City Wide,Service Improvement and Enhancement
Water Program,LAWRENCE ALLAN REVITALIZATION PLAN,LAWRENCE ALLAN REVITALIZATION PLAN - EXTERNAL,0,2155,2305,484,0,0,0,0,0,0,4944,CW,City Wide,Growth Related
Water Program,WT&S PLANTWIDE,SOURCE WATER PROTECTION - LAKE ONTARIO COLLABORATI,1863,1655,321,296,366,366,366,436,436,0,6105,CW,City Wide,Service Improvement and Enhancement
Water Program,DISTRICT WATERMAINS - NEW,NEW WATERMAIN,300,0,0,0,0,0,0,0,0,0,300,CW,City Wide,Growth Related
Water Program,WATER EFFICIENCY PROGRAM,PUBLIC EDUCATION & PROMOTIONS,30,0,0,0,0,0,0,0,0,0,30,CW,City Wide,Growth Related
Water Program,TRANSMISSION R&R,PS REHAB - PHASE 2 - CONSTRUCTION,-931,3343,3181,0,0,0,0,0,0,0,5593,CW,City Wide,State of Good Repair
Water Program,TRANSMISSION R&R,PS REHAB - PHASE 2 - ENG,-132,82,53,8,0,0,0,0,0,0,11,CW,City Wide,State of Good Repair
Water Program,FJ HORGAN W.T.P. R&R,RAW WATER PUMP UGRADES,-260,-80,0,0,0,0,0,0,0,0,-340,CW,City Wide,State of Good Repair
Water Program,FJ HORGAN W.T.P. R&R,ELEC GROUNDING SYSTEM &  STANDBY POWER OPTIMIZATIO,-1880,1974,-1,26,0,0,0,0,0,0,119,CW,City Wide,Service Improvement and Enhancement
Water Program,DIST WATER SERVICE REPAIR,2022 WATER SERVICE REPLACEMENT - SOGR,14000,20000,12000,6000,0,0,0,0,0,0,52000,CW,City Wide,Legislated
Water Program,ENGINEERING STUDIES,CONTROLLED SUBSTANCES ID AND ABATEMENT,-50,50,50,0,0,0,0,0,0,0,50,CW,City Wide,Legislated
Water Program,DIST W/M REPLACEMENT,DIST W/M REPLACEMENT - 2018,77,0,0,0,0,0,0,0,0,0,77,CW,City Wide,State of Good Repair
Water Program,DIST W/M REPLACEMENT,2022-2024 WATERMAIN REPLACEMENT,88303,93229,28071,9062,0,0,0,0,0,0,218665,CW,City Wide,State of Good Repair
Water Program,DIST W/M REPLACEMENT,DIST W/M REPLACEMENT - 2018,-608,372,764,0,0,0,0,0,0,0,528,CW,City Wide,State of Good Repair
Water Program,HORGAN TRUNK MAIN EXPANSION,DOWNSVIEW MAIN (KEELE PS TO DOWNSVIEW) Engineering,-495,-400,60,0,0,0,0,0,0,0,-835,CW,City Wide,Growth Related
Water Program,ISLAND W.T.P. R&R,CHEMICAL & RESIDUALS MANAGEMENT CONST,-9340,-1703,4373,11641,15874,7689,0,0,0,0,28534,CW,City Wide,Legislated
Water Program,WATER EFFICIENCY PROGRAM,PUBLIC EDUCATION & PROMOTIONS,30,0,0,0,0,0,0,0,0,0,30,CW,City Wide,Growth Related
Water Program,WATER EFFICIENCY PROGRAM,ANCILLARY COSTS,37,38,39,40,0,0,0,0,0,0,154,CW,City Wide,Growth Related
Water Program,WATER EFFICIENCY PROGRAM,ICI INDOOR WATER AUDIT,183,184,0,0,10,0,0,0,0,0,377,CW,City Wide,Growth Related
Water Program,WATER EFFICIENCY PROGRAM,ICI INDOOR WATER AUDIT,-183,-184,0,0,6,0,0,0,0,0,-361,CW,City Wide,Growth Related
Water Program,PW ENGINEERING,EASEMENT ACQUISITION,46,48,865,0,0,0,0,0,0,0,959,CW,City Wide,Service Improvement and Enhancement
Water Program,PW ENGINEERING,WATERMAIN ASSET PLANNING,-389,857,326,231,201,219,0,0,0,0,1445,CW,City Wide,State of Good Repair
Water Program,PW ENGINEERING,CAPITAL PROGRAMMING & FACILITY ASSET PLANNING,1135,1000,0,0,0,0,0,0,0,0,2135,CW,City Wide,State of Good Repair
Water Program,HARRIS W.T.P. R&R,HVAC REHAB CONSTRUCTION,1945,0,0,0,0,0,0,0,0,0,1945,CW,City Wide,State of Good Repair
Water Program,WT&S PLANTWIDE,STANDBY POWER - PHASE 2 - ENG,1738,984,889,711,696,450,36,18,18,0,5540,CW,City Wide,Service Improvement and Enhancement
Water Program,WT&S PLANTWIDE,UV DISINFECTION - ISLAND WTP - ENGINEERING,-309,-43,-204,87,344,210,60,24,0,0,169,CW,City Wide,Service Improvement and Enhancement
Water Program,WT&S PLANTWIDE,SCRUBBER & TONNER CONNECTION IMPROV AT WTP - CONS,-58,484,885,0,0,0,0,0,0,0,1311,CW,City Wide,Service Improvement and Enhancement
Water Program,BUSINESS SYSTEM INFRASTRUCTURE - PW,SCADA UPGRADES FOR WWT - II,-2037,-78,680,680,860,500,0,0,0,0,605,CW,City Wide,Service Improvement and Enhancement
Water Program,BUSINESS SYSTEM INFRASTRUCTURE - PW,SCADA SOFTWARE,-220,190,0,0,0,0,0,0,0,0,-30,CW,City Wide,Service Improvement and Enhancement
Water Program,DISTRICT WATERMAINS - NEW,NEW WATERMAIN,-290,500,300,0,0,0,0,0,0,0,510,CW,City Wide,Growth Related
Water Program,RL CLARK W.T.P. R&R,PROCESS EQUIPMENT UPGRADE ENGINEERING,-25,19,0,0,0,0,0,0,0,0,-6,CW,City Wide,State of Good Repair
Toronto Parking Authority,LPR/Pay-by-Plate Project,LPR/Pay-by-Plate Project,500,0,0,0,0,0,0,0,0,0,500,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,CP58 Repaving of Surface Lot,CP58 Repaving of Surface Lot,0,0,250,0,0,0,0,0,0,0,250,11,University-Rosedale,State of Good Repair
Toronto Parking Authority,LPR/Pay-by-Plate Project,LPR/Pay-by-Plate Project,-500,0,0,0,0,0,0,0,0,0,-500,CW,City Wide,Service Improvement and Enhancement
Toronto Parking Authority,CP212 / 227 Adelaide and Spadina Re-development,CP212 CP227 (JV) 363 Adelaide and 105 Spadina,0,6200,0,0,0,0,0,0,0,0,6200,10,Spadina-Fort York,Growth Related
Water Program,WATER SUSTAINABILITY PROGRAM,STANDBY POWER - ROSEHILL,-13,50,0,0,0,0,0,0,0,0,37,CW,City Wide,Service Improvement and Enhancement
Water Program,WATER SUSTAINABILITY PROGRAM,STANDBY POWER - ROSEHILL,-191,0,0,0,0,0,0,0,0,0,-191,CW,City Wide,Service Improvement and Enhancement
Water Program,ISLAND W.T.P. R&R,PLANTWIDE HVAC UPGRADES,102,9,0,0,0,0,0,0,0,0,111,CW,City Wide,Service Improvement and Enhancement
Water Program,ISLAND W.T.P. R&R,AMMONIA AND FLUORIDE SYSTEM UPGRADES,861,0,0,0,0,0,0,0,0,0,861,CW,City Wide,State of Good Repair
Water Program,ENGINEERING,CONSULTING FEES,2163,2175,974,721,106,56,9,32,24,0,6260,CW,City Wide,State of Good Repair
Water Program,ENGINEERING,CONSULTING FEES,-2591,4937,1597,-180,-1612,-666,90,493,376,0,2444,CW,City Wide,State of Good Repair
Water Program,ENGINEERING,TESTING - WATER,38,15,190,0,0,0,0,0,0,0,243,CW,City Wide,State of Good Repair
Water Program,HARRIS W.T.P. R&R,CONTROL ROOM RELOCATION,-29,38,0,0,0,0,0,0,0,0,9,CW,City Wide,Service Improvement and Enhancement
Water Program,HARRIS W.T.P. R&R,EXTERIOR SECURITY LIGHTING UPGRADES,-100,-450,0,550,0,0,0,0,0,0,0,CW,City Wide,State of Good Repair
Toronto Parking Authority,"Exhaust Fan, Drain, Concrete CP 36","CP 36 Exhaust Fan, Drain, Concrete",1000,850,0,0,0,0,0,0,0,0,1850,10,Spadina-Fort York,State of Good Repair
Toronto Parking Authority,Etobicoke Civic Centre,Etobicoke Civic Centre,0,21515,0,0,0,0,0,0,0,0,21515,3,Etobicoke-Lakeshore,Growth Related
Toronto Parking Authority,Etobicoke Civic Centre,Etobicoke Civic Centre,0,-21515,10,499,0,0,0,0,0,0,-21006,3,Etobicoke-Lakeshore,Growth Related
Toronto Parking Authority,Structural Maint & Tech. Green Plus,Structural Maint. & Tech. Green Plus,-3500,-3500,-3500,-3500,-3500,-3500,-3500,-3500,-3500,0,-31500,CW,City Wide,State of Good Repair
Toronto Parking Authority,CP 58 - Retaining wall and fence,CP 58 - Retaining wall and fence,0,0,500,0,0,0,0,0,0,0,500,11,University-Rosedale,State of Good Repair
Toronto Parking Authority,CP212 / 227 Adelaide and Spadina Re-development,CP212 CP227 (JV) 363 Adelaide and 105 Spadina,0,0,-7000,7800,0,0,0,0,0,0,800,10,Spadina-Fort York,Growth Related
Toronto Parking Authority,CP 36 Local WP and Concrete Repairs,CP 36 Local WP and Concrete Repairs,-1325,-1475,-2550,-2550,-2550,-2550,-2150,-1300,-300,0,-16750,10,Spadina-Fort York,State of Good Repair
Toronto Parking Authority,CP 12/CP 223 (JV) 30 Alvin Ave,CP 12/CP 223 (JV) 30 Alvin Ave,-4,-10,-5,0,0,0,0,0,0,0,-19,12,Toronto-St. Pauls,Growth Related
Toronto Parking Authority,CP 36 Local WP and Concrete Repairs,CP 36 Local WP and Concrete Repairs,1325,1475,2550,2550,2550,2550,2150,1300,300,0,16750,10,Spadina-Fort York,State of Good Repair
Economic Development and Culture,Cultural Infrastructure Development,Guild Revitalization - FY,0,0,0,300,600,0,300,0,0,400,1600,24,Scarborough-Guildwood,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Arena,FMP-Ward 21 Artificial Ice Rink (2),0,0,350,6100,200,0,0,0,0,0,6650,21,Scarborough Centre,Growth Related
"Parks, Forestry & Recreation",Arena,FMP-Arena Repurpose (3) Design,0,0,0,0,0,0,0,0,40,470,510,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 2 Splash Pad (5),0,930,0,0,0,0,0,0,0,0,930,2,Etobicoke Centre,Growth Related
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 11 Wading Pool Convert to Splash Pad (1),0,0,604,15,0,0,0,0,0,0,619,11,University-Rosedale,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Cricket Pitch (4),0,0,0,40,660,0,0,0,0,0,700,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Parking Lots and Tennis Courts,FMP-Tennis Court Complex with Lights (2) East,0,70,990,0,0,0,0,0,0,0,1060,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Skateboard Park (3) South District,0,0,75,1175,50,0,0,0,0,0,1300,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Skate Spots Program,0,0,0,0,0,0,0,605,1060,1110,2775,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Mini-Soccer Field (4),0,0,0,5,90,0,0,0,0,0,95,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Fieldhouse (2) Design & Construction,0,0,0,200,2050,250,0,0,0,0,2500,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Multi-Use Field-Artificial Turf (4),0,0,0,0,0,170,2655,0,0,0,2825,CW,City Wide,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Falstaff CC Redevelopment (6) Design,0,0,0,0,0,500,1500,1500,1000,500,5000,5,York South-Weston,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-Downtown CRC (1) Construction,0,0,0,14000,24000,18950,6184,0,0,0,63134,11,University-Rosedale,Growth Related
"Parks, Forestry & Recreation",Community Centres,FMP-SW Scarborough CRC (2) Design,0,0,0,0,0,500,1000,750,500,250,3000,20,Scarborough Southwest,Growth Related
Economic Development and Culture,Major Maintenance,Franklin Carmichael - FY,0,200,0,0,0,0,0,600,0,300,1100,1,Etobicoke North,State of Good Repair
Economic Development and Culture,Major Maintenance,Legislated Mech. & Elect. - FY,0,150,100,100,0,200,0,200,200,200,1150,CW,City Wide,Legislated
Economic Development and Culture,Service Enhancement,Fort York Adding New Buildings -FY,0,0,0,0,0,0,0,0,0,650,650,10,Spadina-Fort York,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Park Development,FMP-Dogs Off Leash Area (5),0,0,0,0,0,0,0,45,670,0,715,CW,City Wide,Growth Related
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Dempsey Bros Store-FY,0,0,0,100,200,200,300,200,0,400,1400,18,Willowdale,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Zion Church - FY,0,0,0,0,0,250,0,0,250,400,900,17,Don Valley North,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Mackenzie House Restoration - FY,0,0,0,0,0,0,0,0,0,400,400,13,Toronto Centre,State of Good Repair
Economic Development and Culture,Restoration/Preservation of Heritage Elements,Colborne Lodge Gallery-FY,0,200,300,0,0,0,0,600,0,0,1100,4,Parkdale-High Park,State of Good Repair
Economic Development and Culture,2024-2032 BIA Equal Share Funding,2024-2032 BIA Equal Share Funding,0,379,1401,1507,1649,1649,1649,1649,1649,1649,13181,CW,City Wide,State of Good Repair
Toronto Paramedic Services,Ambulance Post Program,Ambulance Post #3 - 844 Don Mills Rd,0,100,500,1350,1000,0,0,0,0,0,2950,16,Don Valley East,Growth Related
Toronto Paramedic Services,Ambulance Post Program,Ambulance Post #4,0,100,500,1350,0,0,0,0,0,0,1950,CW,City Wide,Growth Related
Economic Development and Culture,Refurbishment and Rehabilitation,Montgomery's Inn Interiors - FY,0,0,200,0,0,200,0,0,200,0,600,2,Etobicoke Centre,State of Good Repair
Toronto Paramedic Services,Additional Ambulances,Additional Ambulances  - Future Years,0,2800,2800,2800,0,0,0,0,0,0,8400,CW,City Wide,Growth Related
Housing Secretariat,Rental Development,Strategic Acquisitions,0,12500,12500,12500,12500,12500,12500,12500,0,0,87500,CW,City Wide,Growth Related
Children's Services,Lawrence Heights Child Care Centre,Lawrence Heights Child Care Centre Add'L Funding,0,0,0,0,1040,4000,0,0,0,0,5040,8,Eglinton-Lawrence,Growth Related
Housing Secretariat,Housing Now,Housing Now Capital Cost,0,0,127000,10000,0,0,0,0,0,0,137000,CW,City Wide,Service Improvement and Enhancement
Housing Secretariat,Rapid Housing Initiative,Rapid Housing 1,0,0,0,0,0,0,0,0,0,0,0,CW,City Wide,Growth Related
Housing Secretariat,Housing Now,Housing Now Phase 1 Due Diligence,322,0,0,0,0,0,0,0,0,0,322,CW,City Wide,Growth Related
Housing Secretariat,Housing Now,Housing Now Phase 1 Complete Communities Site Valu,3426,2662,293,0,0,0,0,0,0,0,6381,CW,City Wide,Growth Related
Fire Services,Toronto Radio Infrastructure Project (TRIP),Toronto Radio Infrastructure Project (TRIP),0,3010,327,0,0,0,0,0,0,0,3337,CW,City Wide,State of Good Repair
Fire Services,Fire Prevention Technology Integration,2023 Reduction Target -Fire Prevention Technology,-1000,0,0,0,0,0,0,0,0,0,-1000,CW,City Wide,Service Improvement and Enhancement
Seniors Services and Long-Term Care,4610 Finch Ave East,4610 Finch Ave East,0,13726,21113,65974,33270,0,0,0,0,0,134083,23,Scarborough-North,Growth Related
"Shelter, Support & Housing Administration",George Street Revitalization (GSR),GSR - Transition,1893,1600,2254,0,0,0,0,0,0,0,5747,CW,City Wide,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",HVAC Upgrades (Sites # 14),HVAC Upgrades (Sites # 14),270,1305,4424,0,0,0,0,0,0,0,5999,CW,City Wide,Health and Safety
"Shelter, Support & Housing Administration",George Street Revitalization (GSR),2023 Reduction Target - GSR- Transition,-3600,0,0,0,0,0,0,0,0,0,-3600,CW,City Wide,Service Improvement and Enhancement
"Shelter, Support & Housing Administration",625 Church,2023 Reduction Target,-1000,0,0,0,0,0,0,0,0,0,-1000,CW,City Wide,Service Improvement and Enhancement
Children's Services,Mount Dennis Child Care Centre,Mount Dennis Child Care Centre,3500,0,0,0,0,0,0,0,0,0,3500,5,York South-Weston,Service Improvement and Enhancement
Children's Services,Anishnawbe Miziwe Biik Child Care Centre,Anishnawbe Miziwe Biik Child Care Centre,0,0,1809,0,0,0,0,0,0,0,1809,13,Toronto Centre,Service Improvement and Enhancement
Children's Services,Bridletown Community Centre (Child Care Centre 6),Bridletown Community Centre (Child Care Centre 6),0,350,700,1400,1450,0,0,0,0,0,3900,22,Scarborough-Agincourt,Service Improvement and Enhancement
Children's Services,Wallace Emerson Child Care Centre,Wallace Emerson Child Care Centre,0,0,510,0,0,0,0,0,0,0,510,9,Davenport,Service Improvement and Enhancement
Children's Services,Gilder/Gilder Child Care Centre,Gilder/Gilder Satellite Child Care Centre,0,881,0,0,0,0,0,0,0,0,881,21,Scarborough Centre,Service Improvement and Enhancement
Children's Services,TELCCS - State Of Good Repair,TELCCS - SOGR 2023,496,0,0,0,0,0,0,0,0,0,496,CW,City Wide,State of Good Repair
"Parks, Forestry & Recreation",Outdoor Recreation Centres,FMP-Sports Field Improvements,0,1080,0,0,0,0,0,0,0,0,1080,CW,City Wide,Service Improvement and Enhancement
"Parks, Forestry & Recreation",Playgrounds/Waterplay,FMP-Ward 16 Splash Pad (3),0,48,736,16,0,0,0,0,0,0,800,16,Don Valley East,Growth Related
Toronto Paramedic Services,MF#5 (FACILITY) - 18 Dyas Road,MF#5 (FACILITY) - 18 Dyas Road (Phase 1),500,0,0,0,0,0,0,0,0,0,500,16,Don Valley East,Growth Related
Toronto Paramedic Services,Multi-Function Station #2,Multi-Function Station #2 - DESIGN & CONSTRUCTION,0,11700,6595,0,0,0,0,0,0,0,18295,21,Scarborough Centre,Growth Related
